title,meal_block,description,calories_estimate,goal_tags,fitness_level_min,fitness_level_max,nova_max,foods
Pollo desmechado con ensalada,cena,Pollo desmechado sobre ensalada verde,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Lechuga, americana, cruda|Aguacate, crudo"
Pollo al horno con champiñones,cena,Pollo al horno con champiñones salteados,360,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado"
Pollo en salsa verde,cena,Pollo con salsa de cilantro y limón,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha"
Pollo con coliflor al curry,cena,Pollo con coliflor y curry,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Coliflor, cocida"
Pollo a la mostaza,cena,Pollo en salsa de mostaza y miel,360,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha"
Pollo con vegetales al wok cena,cena,Pollo con vegetales asiáticos,340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido|Pimiento, vermelho, crudo"
Pollo con calabaza asada,cena,Pollo asado con cubos de calabaza,360,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Calabaza, moranga, cruda"
Pollo griego con yogur,cena,Pollo marinado en yogur con limón,340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Yogur, natural"
Pollo a las hierbas,cena,"Pollo con romero, tomillo y aceite de oliva",320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Aceite de oliva, de oliva, extra virgen"
Pollo con pimentón asado,cena,Pollo con pimentones asados al horno,340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Pimiento, vermelho, crudo"
Pollo con espinaca cremosa cena,cena,Pollo con espinaca y queso ricota,380,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, cocido|Espinaca, Nova Zelândia, salteado|Queso, ricota"
Pollo con repollo y zanahoria,cena,Pollo con ensalada de repollo y zanahoria,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Repollo, branco, crudo|Zanahoria, cruda"
Pollo asado con limón cena,cena,Pollo entero asado con limón y romero,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado"
Pollo con ensalada César ligera,cena,Pollo con lechuga y aderezo ligero,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Lechuga, americana, cruda|Queso, minas, meia cura"
Pollo con remolacha y queso,cena,Pollo con ensalada de remolacha y queso,340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Remolacha, cocida|Queso, minas, meia cura"
Pollo con tortilla integral,cena,Pollo desmechado en tortilla integral,360,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, cocido|Aguacate, crudo"
Pollo con quinua nocturna,cena,Pollo con quinua y vegetales asados,380,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Ensalada César con pollo cena,cena,"Lechuga, pollo, queso y aderezo ligero",360,fat_loss|muscle_gain,2,5,2,"Lechuga, americana, cruda|Pollo, Pechuga, sin piel, a la plancha|Queso, minas, meia cura"
Ensalada de atún nocturna,cena,"Atún con aguacate, tomate y limón",280,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Aguacate, crudo|Tomate, con semilla, crudo"
Ensalada caprese con pollo cena,cena,"Pollo, tomate, mozzarella y albahaca",320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Tomate, con semilla, crudo|Queso, mozarela"
Ensalada Niçoise ligera,cena,"Atún, huevo, papa y verduras",360,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Huevo, de gallina, entero, cocido/10minutos|Papa, baroa, cocida"
Ensalada de salmón ahumado cena,cena,Salmón con espinaca y aguacate,340,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, crudo|Aguacate, crudo"
Ensalada de garbanzo y pollo,cena,Garbanzo con pollo y vegetales,380,fat_loss|muscle_gain,2,5,2,"Garbanzo, crudo|Pollo, Pechuga, sin piel, a la plancha"
Ensalada de quinua y vegetales,cena,Quinua con vegetales y limón,280,general_health|fat_loss,2,5,2,"Tomate, con semilla, crudo|Pepino, crudo|Espinaca, Nova Zelândia, crudo"
Ensalada griega con queso,cena,"Tomate, pepino, cebolla y queso fresco",280,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Pepino, crudo|Cebolla, cruda|Queso, minas, meia cura"
Ensalada de espinaca y fresa,cena,"Espinaca, fresa, queso y nuez",240,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, crudo|Fresa, crudo|Queso, minas, meia cura|castaña-de-Marañón, tostada, salada"
Ensalada Waldorf ligera,cena,"Manzana, apio, nuez y yogur",280,general_health|fat_loss,1,5,2,"Manzana, Fuji, con casca, cruda|Apio, crudo|castaña-de-Marañón, tostada, salada|Yogur, natural"
Ensalada de pollo con frutos secos,cena,"Pollo con espinaca, manzana y marañón",340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Espinaca, Nova Zelândia, crudo|Manzana, Fuji, con casca, cruda|castaña-de-Marañón, tostada, salada"
Ensalada mediterránea,cena,"Tomate, pepino, aceitunas, queso fresco",240,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Pepino, crudo|Queso, minas, meia cura"
Ensalada de pavo con palta,cena,Pavo a la plancha con aguacate y tomate,320,fat_loss|muscle_gain,2,5,2,"Aguacate, crudo|Tomate, con semilla, crudo"
Ensalada de camarón y mango,cena,"Camarón con mango, aguacate y limón",300,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Mango, Tommy Atkins, cruda|Aguacate, crudo"
Ensalada de espinaca con huevo,cena,"Espinaca, huevo cocido, tomate y aceite",240,fat_loss|muscle_gain,1,5,2,"Espinaca, Nova Zelândia, crudo|Huevo, de gallina, entero, cocido/10minutos|Tomate, con semilla, crudo|Aceite de oliva, de oliva, extra virgen"
Ensalada de remolacha y queso,cena,"Remolacha, queso fresco y nuez",220,general_health|fat_loss,1,5,2,"Remolacha, cocida|Queso, minas, meia cura|castaña-de-Marañón, tostada, salada"
Ensalada de coliflor con pollo,cena,Coliflor asada con pollo y limón,320,fat_loss|muscle_gain,2,5,2,"Coliflor, cocida|Pollo, Pechuga, sin piel, a la plancha"
Ensalada arcoíris,cena,"Tomate, zanahoria, repollo morado y maíz",200,fat_loss,1,5,1,"Tomate, con semilla, crudo|Zanahoria, cruda|Repollo, roxo, crudo|Maíz, verde, crudo"
Ensalada César con camarones,cena,Camarón con lechuga y queso parmesano,320,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Lechuga, americana, cruda|Queso, minas, meia cura"
Ensalada de lentejas frías,cena,Lenteja con vegetales y limón,280,general_health|fat_loss,1,5,2,"Lenteja, cocida|Tomate, con semilla, crudo|Cebolla, cruda"
Bowl de salmón nocturno,cena,"Quinua con salmón, aguacate y vegetales",420,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Aguacate, crudo|Brócoli, cocido"
Bowl de pollo y vegetales,cena,Quinua con pollo y vegetales asados,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Bowl Buddha vegetariano,cena,"Garbanzo, espinaca, aguacate y zanahoria",380,general_health|fat_loss,2,5,2,"Garbanzo, crudo|Espinaca, Nova Zelândia, crudo|Aguacate, crudo|Zanahoria, cruda"
Bowl tex-mex ligero,cena,"Frijol negro, lechuga, aguacate y maíz",380,general_health|fat_loss,1,5,2,"Frijol, preto, cocido|Lechuga, americana, cruda|Aguacate, crudo|Maíz, verde, crudo"
Bowl de camarón y aguacate,cena,Camarón con quinua y aguacate,360,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Aguacate, crudo"
Bowl de pescado y vegetales,cena,Pescado a la plancha con quinua,360,fat_loss|muscle_gain,3,5,2,"Merluza, filete, asado|Brócoli, cocido"
Bowl proteico nocturno,cena,"Pollo, lentejas y vegetales asados",400,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha|Lenteja, cocida"
Bowl de atún y palta,cena,"Atún con palta, tomate y quinua",380,fat_loss|muscle_gain,3,5,3,"Atún, conserva en Aceite vegetal|Aguacate, crudo|Tomate, con semilla, crudo"
Poke bowl ligero,cena,"Salmón con arroz, aguacate y soya",420,fat_loss|muscle_gain,3,5,3,"Salmón, sin piel, fresco, a la plancha|Arroz, tipo 1, cocido|Aguacate, crudo"
Bowl mediterráneo cena,cena,"Pollo, tomate, pepino y queso fresco",380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Tomate, con semilla, crudo|Pepino, crudo|Queso, minas, meia cura"
Bowl de carne magra y quinua,cena,Carne magra con quinua y vegetales,420,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Brócoli, cocido"
Bowl thai light,cena,Pollo con vegetales y leche de coco light,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Leche, de coco"
Bowl mexicano ligero,cena,"Pollo, frijol negro, aguacate y maíz",420,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Frijol, preto, cocido|Aguacate, crudo|Maíz, verde, crudo"
Bowl de pavo y vegetales,cena,Pavo con vegetales asados y quinua,380,fat_loss|muscle_gain,3,5,2,"Brócoli, cocido|Zanahoria, cocida"
Bowl de lentejas y palta,cena,"Lenteja con aguacate, tomate y limón",380,general_health|fat_loss,2,5,2,"Lenteja, cocida|Aguacate, crudo|Tomate, con semilla, crudo"
Bowl de camarones tropical,cena,"Camarón con mango, aguacate y quinua",400,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Mango, Tommy Atkins, cruda|Aguacate, crudo"
Bowl asiático ligero,cena,"Pollo con vegetales, soya y sésamo",380,fat_loss|muscle_gain,3,5,3,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido"
Bowl de quinua y huevo,cena,Quinua con huevo pochado y vegetales,340,general_health|fat_loss,2,5,2,"Huevo, de gallina, entero, crudo|Espinaca, Nova Zelândia, crudo|Tomate, con semilla, crudo"
Bowl de garbanzos y vegetales,cena,Garbanzo con vegetales y aceite de oliva,360,general_health|fat_loss,1,5,2,"Garbanzo, crudo|Tomate, con semilla, crudo|Pepino, crudo"
Bowl de tofu y vegetales,cena,Vegetales salteados con quinua y semillas,320,general_health|fat_loss,1,5,2,"Brócoli, cocido|Zanahoria, cocida|Espinaca, Nova Zelândia, salteado"
Carne magra a la plancha cena,cena,Lomo magro con ensalada y aguacate,380,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Lechuga, americana, cruda|Aguacate, crudo"
Lomo de res al horno con verduras,cena,Lomo al horno con brócoli y zanahoria,420,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Carne molida con vegetales,cena,Carne molida magra con calabaza y pimentón,360,fat_loss|muscle_gain,2,5,2,"Carne, bovina, Aguja de res, molido, cocido|Calabaza, moranga, cruda|Pimiento, vermelho, crudo"
Bistec con ensalada verde,cena,Bistec a la plancha con ensalada,380,fat_loss|muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Pavo molido con vegetales,cena,Pavo molido con calabacín y zanahoria,320,fat_loss|muscle_gain,3,5,2,"Zanahoria, cocida"
Pavo a la plancha cena,cena,Filete de pavo con ensalada tibia,320,fat_loss|muscle_gain,3,5,2,"Espinaca, Nova Zelândia, crudo|Tomate, con semilla, crudo"
Carne mechada con verduras,cena,Carne mechada con verduras al vapor,360,fat_loss|muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Lomo de cerdo al limón,cena,Lomo de cerdo magro con limón y hierbas,360,fat_loss|muscle_gain,3,5,2,
Filete de res al horno,cena,Filete magro al horno con calabaza,400,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Calabaza, moranga, cruda"
Carne molida con repollo,cena,Carne molida salteada con repollo,320,fat_loss|muscle_gain,3,5,2,"Carne, bovina, Aguja de res, molido, cocido|Repollo, branco, crudo"
Pavo con espinaca y queso,cena,Pavo con espinaca y queso ricota,340,fat_loss|muscle_gain,3,5,2,"Espinaca, Nova Zelândia, salteado|Queso, ricota"
Carne magra al curry,cena,Carne magra con curry y leche de coco light,360,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Leche, de coco"
Bistec con champiñones,cena,Bistec a la plancha con champiñones,380,fat_loss|muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha"
Carne con coliflor al horno,cena,Carne magra con coliflor al horno,360,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Coliflor, cocida"
Hamburguesa de pavo ligera,cena,Hamburguesa de pavo con lechuga y tomate,320,fat_loss|muscle_gain,2,5,3,"Lechuga, americana, cruda|Tomate, con semilla, crudo"
Tortilla de huevo y espinaca,cena,Tortilla de huevo con espinaca salteada,280,general_health|fat_loss,1,5,2,"Huevo, de gallina, entero, crudo|Espinaca, Nova Zelândia, salteado"
Berenjenas asadas con queso,cena,Berenjenas asadas con queso y tomate,240,general_health|fat_loss,1,5,2,"Berenjena, cocida|Queso, minas, meia cura|Tomate, con semilla, crudo"
Frijoles con verduras,cena,Frijol carioca con espinaca y zanahoria,320,general_health|fat_loss,1,5,2,"Frijol, carioca, cocido|Espinaca, Nova Zelândia, salteado|Zanahoria, cocida"
Lentejas con vegetales,cena,Lenteja con verduras al vapor,320,general_health|fat_loss,1,5,2,"Lenteja, cocida|Zanahoria, cocida|Espinaca, Nova Zelândia, salteado"
Garbanzos al curry vegetariano,cena,Garbanzo en curry con leche de coco,360,general_health|fat_loss,2,5,2,"Garbanzo, crudo|Leche, de coco"
Quinua con vegetales,cena,Quinua con vegetales asados,320,general_health|fat_loss,1,5,2,"Brócoli, cocido|Pimiento, vermelho, crudo|Zanahoria, cocida"
Pimentones rellenos vegetarianos,cena,Pimentones con quinua y vegetales,320,general_health|fat_loss,1,5,2,"Pimiento, vermelho, crudo|Tomate, con semilla, crudo"
Berenjena rellena vegetariana,cena,Berenjena con relleno de quinua,320,general_health|fat_loss,2,5,2,"Berenjena, cocida|Tomate, con semilla, crudo"
Tortilla francesa con vegetales,cena,Tortilla de huevo con champiñones y queso,280,general_health|fat_loss,1,5,2,"Huevo, de gallina, entero, crudo|Queso, minas, meia cura"
Champiñones rellenos,cena,Champiñones rellenos de queso y espinaca,220,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Coliflor con queso al horno,cena,Coliflor al horno con queso fundido,240,general_health|fat_loss,1,5,2,"Coliflor, cocida|Queso, minas, meia cura"
Espinaca a la florentina,cena,Espinaca con crema ligera y queso,220,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Crepes vegetales,cena,Crepes integrales con vegetales y queso,320,general_health|fat_loss,1,5,3,"Queso, mozarela"
Hummus con vegetales,cena,Hummus de garbanzo con vegetales asados,320,general_health|fat_loss,1,5,2,"Garbanzo, crudo|Pimiento, vermelho, crudo|Berenjena, cocida"
Frijol negro con aguacate,cena,Frijol negro con aguacate y limón,380,general_health|fat_loss,1,5,2,"Frijol, preto, cocido|Aguacate, crudo"
Wrap de pollo y vegetales cena,cena,Tortilla integral con pollo y verduras,360,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Wrap de atún ligero,cena,"Tortilla integral con atún, lechuga y tomate",320,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Wrap de pavo con aguacate,cena,"Tortilla con pavo, aguacate y espinaca",380,fat_loss|muscle_gain,2,5,3,"Aguacate, crudo|Espinaca, Nova Zelândia, crudo"
Wrap vegetariano de hummus,cena,"Tortilla con hummus, lechuga y vegetales",320,general_health|fat_loss,1,5,3,"Garbanzo, crudo|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Wrap de salmón ahumado,cena,"Tortilla con salmón, queso ricota y palta",380,fat_loss|muscle_gain,3,5,3,"Salmón, sin piel, fresco, a la plancha|Queso, ricota|Aguacate, crudo"
Wrap de pollo César,cena,"Tortilla con pollo, lechuga y aderezo César",340,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha|Lechuga, americana, cruda"
Wrap mediterráneo,cena,"Tortilla con pollo, tomate, pepino y queso",360,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha|Tomate, con semilla, crudo|Pepino, crudo|Queso, minas, meia cura"
Wrap de huevo y espinaca,cena,Tortilla con huevo revuelto y espinaca,320,general_health|fat_loss,1,5,3,"Huevo, de gallina, entero, crudo|Espinaca, Nova Zelândia, salteado"
Wrap mexicano ligero,cena,"Tortilla con frijol, aguacate y vegetales",360,general_health|fat_loss,1,5,3,"Frijol, carioca, cocido|Aguacate, crudo|Tomate, con semilla, crudo"
Wrap de carne magra,cena,"Tortilla con carne magra, lechuga y tomate",380,fat_loss|muscle_gain,3,5,3,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Wrap thai ligero,cena,"Tortilla con pollo, vegetales y maní",380,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha|Maní, tostado, salado"
Wrap de espinaca y queso,cena,"Tortilla con espinaca, queso y tomate",320,general_health|fat_loss,1,5,3,"Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura|Tomate, con semilla, crudo"
Wrap de camarón ligero,cena,"Tortilla con camarón, aguacate y limón",360,fat_loss|muscle_gain,3,5,3,"Camarón, Rio Grande, grande, cocido|Aguacate, crudo"
Wrap de garbanzo y verduras,cena,"Tortilla con garbanzo, espinaca y tomate",340,general_health|fat_loss,1,5,3,"Garbanzo, crudo|Espinaca, Nova Zelândia, crudo|Tomate, con semilla, crudo"
Wrap caprese ligero,cena,"Tortilla con tomate, mozzarella y albahaca",320,general_health|fat_loss,1,5,3,"Tomate, con semilla, crudo|Queso, mozarela"
Changua nocturna,cena,Caldo de leche con huevo y cebolla,260,general_health,1,5,2,"Leche, de vaca, integral|Huevo, de gallina, entero, crudo|Cebolla, cruda"
Sancocho ligero de pollo,cena,Sancocho con poca papa y mucha pechuga,320,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida|Yuca/mandioca, cocida"
Arepa con huevo cena,cena,Arepa pequeña con huevo pochado y aguacate,320,general_health|fat_loss,1,5,2,"Huevo, de gallina, entero, crudo|Aguacate, crudo"
Arroz con pollo light,cena,Arroz integral con pollo y verduras,360,fat_loss|muscle_gain,2,5,2,"Arroz, integral, cocido|Pollo, Pechuga, sin piel, cocido|Brócoli, cocido"
Caldo de pajarilla cena,cena,Caldo bogotano con vísceras y papa,280,general_health,1,5,2,"Papa, baroa, cocida"
Patacones con aguacate,cena,Patacones pequeños con guacamole,280,general_health|fat_loss,1,5,2,"Banano, de la terra, cruda|Aguacate, crudo"
Empanada de pollo al horno,cena,"Empanada horneada con pollo, no frita",240,general_health|fat_loss,2,5,3,"Pollo, Pechuga, sin piel, cocido"
Tamal pequeño nocturno,cena,Mini tamal tolimense para cena,340,general_health,1,4,3,"Pollo, Pechuga, con piel, asado"
Arepa con queso fresco cena,cena,Arepa con queso campesino,280,general_health,1,5,2,"Queso, minas, meia cura"
Plátano maduro con queso,cena,Plátano horneado con queso fundido,320,general_health,1,5,2,"Banano, de la terra, cruda|Queso, minas, meia cura"
Calentado ligero nocturno,cena,Frijol con arroz integral y huevo,360,general_health|fat_loss,1,5,2,"Frijol, carioca, cocido|Arroz, integral, cocido|Huevo, de gallina, entero, frito"
Sopa de plátano nocturna,cena,Sopa de plátano verde con pollo,320,general_health|fat_loss,1,5,2,"Banano, de la terra, cruda|Pollo, Pechuga, sin piel, cocido"
Ajiaco ligero,cena,Ajiaco con poco crema y mucha verdura,320,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida"
Mazamorra nocturna,cena,Mazamorra liviana con leche descremada,220,general_health|fat_loss,1,5,2,"Leche, de vaca, desnatado, UHT|Maíz, verde, crudo"
Frijol con arroz cena,cena,Frijol con arroz blanco moderado,380,general_health,1,5,2,"Frijol, carioca, cocido|Arroz, tipo 1, cocido"
Lentejas con pollo ligeras,cena,Lenteja con pollo desmechado,360,fat_loss|muscle_gain,2,5,2,"Lenteja, cocida|Pollo, Pechuga, sin piel, cocido"
Sopa de papa con pollo,cena,Sopa cremosa de papa con pollo,320,general_health,1,5,2,"Papa, baroa, cocida|Pollo, Pechuga, sin piel, cocido"
Crema de auyama con pollo,cena,Crema de auyama con pollo desmechado,320,fat_loss|muscle_gain,2,5,2,"Calabaza, moranga, cruda|Pollo, Pechuga, sin piel, cocido"
Yuca con queso y hogao,cena,Yuca cocida con queso y hogao,320,general_health|fat_loss,1,5,2,"Yuca/mandioca, cocida|Queso, minas, meia cura|Tomate, con semilla, crudo"
Mute liviano,cena,Mute santandereano en versión ligera,360,general_health|fat_loss,1,5,2,"Maíz, verde, crudo|Garbanzo, crudo"
Caldo bogotano con pollo,cena,"Caldo claro con pollo, papa y verduras",280,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida|Zanahoria, cocida"
Sopa de arveja ligera,cena,Sopa de arveja con poca papa y mucha verdura,280,general_health|fat_loss,1,5,2,"Arveja, enlatada, escurrida|Papa, baroa, cocida"
Crema de zanahoria con jengibre,cena,Crema suave de zanahoria con un toque de jengibre,220,general_health|fat_loss,1,5,1,"Zanahoria, cocida"
Pescado en costra de hierbas,cena,Merluza al horno con costra de hierbas frescas,280,fat_loss,2,5,2,"Merluza, filete, asado"
Pollo con espárragos al limón,cena,Pechuga con espárragos al horno y limón,320,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha"
Ensalada de pollo y manzana,cena,"Pollo con espinaca, manzana y yogur",300,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Espinaca, Nova Zelândia, crudo|Manzana, Fuji, con casca, cruda|Yogur, natural"
Tortilla de calabacín,cena,Tortilla de huevo con calabacín y queso,280,general_health|fat_loss,1,5,2,"Huevo, de gallina, entero, crudo|Queso, minas, meia cura"
Bowl de espinaca y huevo,cena,Espinaca salteada con huevo y aguacate,280,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Huevo, de gallina, entero, crudo|Aguacate, crudo"
Pollo con vegetales asados al horno,cena,"Pollo asado con calabaza, zanahoria y pimentón",360,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Calabaza, moranga, cruda|Zanahoria, cocida|Pimiento, vermelho, crudo"
Crema de acelga,cena,Crema de acelga con leche descremada,200,fat_loss,1,5,2,"Acelga, cruda|Leche, de vaca, desnatado, UHT"
Pescado en salsa de tomate ligera,cena,Merluza en salsa de tomate fresco y cebolla,280,fat_loss,2,5,2,"Merluza, filete, asado|Tomate, con semilla, crudo|Cebolla, cruda"
Pollo con coliflor gratinada,cena,Pollo con coliflor gratinada al horno,360,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Coliflor, cocida|Queso, minas, meia cura"
Ensalada tibia de pollo,cena,Pollo a la plancha sobre espinaca tibia,300,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Espinaca, Nova Zelândia, salteado"
Pavo con manzana asada,cena,Pavo a la plancha con manzana asada y canela,320,fat_loss|muscle_gain,3,5,2,"Manzana, Fuji, con casca, cruda"
Sopa de pollo con jengibre,cena,Caldo de pollo con jengibre y limón,260,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido"
